"","School","LotFrontage","LotArea","MoSold","YrSold","SalePrice","TotalBsmtSF"
"2368","Edwards",74,9627,6,2008,193000,1351
"2369","Edwards",85,11069,7,2009,170000,608
"2370","Edwards",64,8334,7,2007,167840,1330
"2371","Edwards",64,8333,5,2007,168675,738
"2372","Edwards",65,8461,7,2006,163990,728
"2373","Edwards",63,8199,10,2008,189000,728
"2374","Edwards",65,8767,7,2006,164990,1310
"2375","Edwards",64,9045,6,2007,167000,768
"2376","Edwards",NA,4426,5,2008,149300,848
"2377","Edwards",NA,4426,5,2008,141000,848
"2378","Edwards",NA,4438,1,2008,149000,848
"2379","Edwards",NA,4438,6,2008,144500,848
"2380","Edwards",67,8777,10,2006,98000,676
"2381","Edwards",67,8777,5,2008,85000,796
"2382","Edwards",67,8777,9,2008,145900,1272
"2383","Edwards",67,8777,5,2009,108000,0
"2384","Edwards",67,8777,4,2010,84900,0
"2385","Edwards",70,9170,4,2007,140000,1214
"2386","Edwards",68,8842,1,2010,155891,381
"2387","Edwards",75,9825,5,2010,100000,0
"2388","Edwards",75,9825,4,2008,123000,1092
"2389","Edwards",75,9825,8,2007,118500,936
"2390","Edwards",60,10044,6,2010,144000,1196
"2391","Edwards",75,9937,6,2008,147500,1256
"2392","Edwards",75,9937,3,2009,167000,1486
"2393","Middle",67,8877,5,2009,100000,816
"2394","Middle",89,11792,6,2010,64000,744
"2395","Middle",134,17755,11,2006,149900,1466
"2396","Middle",67,8877,4,2006,102000,836
"2397","Middle",67,8308,6,2007,110000,1088
"2398","Middle",64,12102,4,2008,165000,456
"2399","Middle",65,6500,5,2008,135000,1127
"2400","Middle",38,7840,10,2006,127500,976
"2401","Middle",35,9400,10,2006,127500,945
"2402","Middle",65,6305,6,2010,125200,1008
"2403","Middle",73,10921,5,2007,94750,960
"2404","Middle",73,16133,12,2006,119900,1176
"2405","Middle",74,16287,7,2007,122000,901
"2406","Middle",80,8240,6,2007,110000,1179
"2407","Middle",81,11841,5,2007,118500,816
"2408","Middle",63,13907,7,2008,108000,996
"2409","Middle",90,10012,4,2008,137500,1138
"2410","Middle",64,7301,7,2009,198500,0
"2411","Middle",62,7162,5,2006,196500,796
"2412","Middle",60,6931,7,2008,165400,746
"2413","Middle",75,8050,4,2006,117250,914
"2414","Middle",NA,9638,11,2008,147000,1029
"2415","Middle",75,7950,7,2009,159500,690
"2416","Middle",80,10682,7,2009,127000,1014
"2417","Middle",65,6285,4,2007,133500,960
"2418","Middle",NA,7917,5,2007,148000,1143
"2419","Middle",94,7819,3,2010,107000,1029
"2420","Middle",72,7200,10,2009,125000,1041
"2421","Middle",72,7200,2,2008,160500,684
"2422","Middle",NA,9555,2,2007,141000,0
"2423","Middle",74,8536,4,2007,155000,1125
"2424","Middle",60,7024,6,2008,176000,1132
"2425","Middle",60,7024,6,2007,157000,1090
"2426","Middle",60,7023,5,2007,171500,734
"2427","Middle",NA,NA,NA,NA,NA,NA
"2428","Middle",123,47007,7,2008,284700,0
"2429","Middle",128,39290,10,2007,183850,5095
"2430","Middle",130,40094,10,2007,184750,3138
"2431","Middle",313,63887,1,2008,160000,6110
"2432","Middle",90,11060,2,2006,229000,1150
"2433","Middle",35,3675,6,2008,148000,547
"2434","Middle",35,3675,5,2007,140000,547
"2435","Middle",35,3675,5,2006,145000,547
"2436","Middle",35,3675,6,2006,140000,547
"2437","Middle",35,3675,4,2009,145500,547
"2438","Middle",35,3675,10,2006,142500,547
"2439","Middle",24,2522,5,2006,134000,970
"2440","Middle",24,2522,5,2006,130000,970
"2441","Middle",24,2522,4,2006,130000,970
"2442","Middle",24,2522,4,2006,137500,970
"2443","Middle",32,3363,4,2006,130000,976
"2444","Middle",50,9405,6,2009,118000,698
"2445","Middle",65,6040,6,2008,82000,0
"2446","Middle",65,6012,6,2008,82000,0
"2447","Middle",92,12108,9,2008,118000,1440
"2448","Middle",64,6410,3,2009,85000,876
"2449","Middle",64,6410,5,2010,90000,960
"2450","Middle",64,6400,12,2007,131750,960
"2451","Middle",74,6845,7,2008,82500,0
"2452","Middle",74,6882,9,2007,61500,0
"2453","Middle",80,8546,3,2010,140000,1121
"2454","Middle",56,6931,5,2008,91900,784
"2455","Middle",56,6956,4,2006,97900,624
"2456","Middle",75,10215,2,2007,111000,864
"2457","Middle",70,11767,6,2009,120000,1078
"2458","Middle",52,8741,7,2007,98500,1195
"2459","Middle",52,8741,4,2010,113000,735
"2460","Middle",50,8405,4,2009,98000,0
"2461","Middle",60,12180,1,2008,120000,585
"2462","Middle",60,12180,7,2010,80000,672
"2463","Middle",70,4270,5,2007,79000,544
"2464","Middle",72,7822,5,2006,92000,832
"2465","Middle",62,8707,5,2006,107000,1093
"2466","Middle",58,8410,5,2006,81000,658
"2467","Middle",62,10042,8,2007,108500,660
"2468","Middle",60,9738,3,2006,104900,784
"2469","Middle",56,4060,7,2009,99900,864
"2470","Middle",74,10206,7,2009,82000,0
"2471","Middle",57,8050,4,2008,96000,0
"2472","Middle",68,9520,5,2008,99000,911
"2473","Middle",68,9450,5,2007,110000,894
"2474","Middle",65,10926,8,2009,119900,1678
"2475","Middle",70,11767,5,2007,112000,560
"2476","Middle",70,11767,5,2009,103500,1150
"2477","Middle",70,11767,5,2008,130500,768
"2478","Middle",60,8172,5,2008,135000,941
"2479","Middle",60,8172,7,2007,125000,768
"2480","Middle",60,8172,4,2006,115000,864
"2481","Middle",60,8172,10,2007,79275,864
"2482","Middle",59,16466,4,2008,135500,816
"2483","Middle",60,16012,10,2006,125000,954
"2484","Middle",68,8562,5,2010,144500,1216
"2485","Middle",62,7692,11,2008,100000,416
"2486","Middle",NA,8926,10,2009,112000,672
"2487","Middle",60,8190,10,2007,119000,948
"2488","Middle",67,4853,5,2010,104000,1107
"2489","Middle",66,6858,5,2010,128000,806
"2490","Middle",67,5142,6,2008,108000,949
"2491","Middle",67,5604,4,2008,98000,864
"2492","Middle",67,12354,8,2009,110000,684
"2493","Middle",45,8248,7,2006,116000,686
"2494","Middle",45,8248,9,2008,67000,864
"2495","Middle",45,8212,6,2010,58500,864
"2496","Middle",45,8248,9,2006,83000,864
"2497","Middle",45,8212,9,2009,122000,720
"2498","Middle",60,10998,7,2009,117000,984
"2499","Middle",55,5687,3,2008,135900,780
"2500","Middle",60,6204,3,2006,118500,795
"2501","Middle",60,8088,2,2006,35000,498
"2502","Middle",76,11388,9,2006,121000,616
"2503","Middle",70,6300,7,2009,160000,832
"2504","Middle",NA,NA,NA,NA,NA,NA
"2505","High",NA,7082,7,2006,160000,686
"2506","Middle",NA,12155,3,2008,140000,672
"2507","Middle",60,8400,6,2006,140000,940
"2508","Middle",60,8400,7,2008,179500,720
"2509","Middle",60,8400,1,2009,60000,290
"2510","Middle",60,8400,6,2008,136500,1181
"2511","Middle",60,10896,3,2007,200000,1440
"2512","Middle",50,5000,5,2010,127000,1026
"2513","Middle",NA,7890,3,2010,126000,856
"2514","Middle",60,10890,1,2007,150000,1296
"2515","Middle",60,10890,7,2006,137000,1058
"2516","Middle",60,7200,2,2010,160000,0
"2517","Middle",60,7290,4,2008,168000,1228
"2518","Middle",60,9900,7,2009,139500,778
"2519","Middle",102,15863,8,2009,197000,824
"2520","High",55,8525,11,2008,130000,940
"2521","High",58,6430,7,2006,128000,780
"2522","High",51,9839,5,2010,100000,894
"2523","High",51,9842,5,2008,189000,612
"2524","High",50,9638,3,2010,169000,804
"2525","High",43,7000,5,2006,160000,624
"2526","High",43,5707,3,2009,105000,583
"2527","High",96,13132,7,2006,138887,747
"2528","High",55,10592,8,2007,165000,602
"2529","High",55,10594,6,2007,96500,768
"2530","Middle",69,4899,6,2006,149000,755
"2531","Middle",60,6000,6,2006,102000,1008
"2532","Middle",65,7804,12,2009,135000,1122
"2533","Middle",64,7804,7,2008,161900,960
"2534","High",54,7223,4,2007,136500,1290
"2535","High",51,6821,8,2007,146500,651
"2536","High",64,8574,10,2009,147500,816
"2537","High",66,8969,7,2008,145000,644
"2538","High",79,11526,9,2008,191000,588
"2539","Middle",51,6171,10,2009,137450,976
"2540","High",60,7200,6,2007,175000,731
"2541","High",60,7200,4,2009,155000,560
"2542","High",63,15576,3,2008,177000,840
"2543","High",63,4000,6,2007,148500,531
"2544","High",53,6720,4,2007,141500,585
"2545","High",63,15564,1,2008,147500,676
"2546","Middle",57,7558,3,2009,177000,896
"2547","Middle",54,9399,9,2006,167000,818
"2548","Middle",52,6292,8,2009,145000,861
"2549","Middle",52,6292,4,2008,91000,768
"2550","High",53,7155,5,2009,137000,600
"2551","High",54,7609,6,2008,231000,798
"2552","High",54,7588,7,2006,200100,793
"2553","High",55,7642,6,2007,189950,912
"2554","High",53,7155,7,2007,135000,686
"2555","High",53,7128,8,2007,164000,918
"2556","High",40,4280,3,2007,90350,440
"2557","Middle",53,5362,11,2007,139000,661
"2558","Middle",84,10164,7,2006,131000,992
"2559","Middle",51,6191,11,2006,112000,824
"2560","Middle",51,10480,3,2008,115000,1064
"2561","Middle",50,6305,6,2007,119750,920
"2562","High",53,10918,6,2009,234000,1276
"2563","High",82,7136,8,2007,145000,979
"2564","High",82,6270,8,2007,145000,1001
"2565","High",NA,9650,6,2008,138000,784
"2566","High",60,7200,2,2008,149000,776
"2567","High",60,13680,2,2009,205000,840
"2568","High",60,7230,10,2007,238000,851
"2569","High",126,13108,6,2007,153500,0
"2570","High",60,9550,2,2006,140000,756
"2571","High",66,21780,9,2006,195000,817
"2572","High",86,22420,11,2007,239000,1370
"2573","High",NA,11435,6,2006,230000,792
"2574","High",80,12400,2,2006,194000,901
"2575","High",NA,7500,11,2009,177500,771
"2576","High",78,12168,9,2007,359100,965
"2577","High",74,11988,8,2008,188700,715
"2578","High",130,9600,6,2009,160000,728
"2579","High",110,7810,11,2007,188000,930
"2580","High",NA,11700,7,2008,198000,942
"2581","High",NA,9260,3,2008,110000,884
"2582","High",80,14680,6,2009,155000,1273
"2583","High",80,13360,8,2009,163500,876
"2584","High",54,7681,7,2009,154900,731
"2585","High",NA,8145,7,2009,205000,920
"2586","High",80,11600,7,2006,137500,700
"2587","High",NA,11275,3,2007,220000,854
"2588","High",86,11500,6,2006,250000,1017
"2589","High",81,8170,2,2006,218000,1022
"2590","High",80,16560,7,2006,239000,952
"2591","High",79,6221,10,2007,140000,728
"2592","High",79,7801,5,2008,104000,1091
"2593","High",78,10452,7,2010,257500,1528
"2594","High",100,9670,6,2008,257076,608
"2595","High",70,10570,12,2007,315000,853
"2596","High",61,7259,7,2007,259500,1028
"2597","High",NA,14100,5,2008,381000,728
"2598","High",70,12320,5,2006,199500,637
"2599","High",70,14210,11,2006,210000,697
"2600","High",70,9100,10,2009,144800,1112
"2601","High",NA,15660,5,2008,311500,798
"2602","High",75,12000,7,2009,174500,704
"2603","High",70,12392,4,2008,263400,832
"2604","High",90,14115,7,2006,230000,1073
"2605","High",90,13339,5,2009,193000,1561
"2606","High",110,14442,6,2007,257500,1477
"2607","Middle",80,12984,3,2006,217500,1430
"2608","High",75,13125,7,2007,219500,800
"2609","High",78,15600,7,2006,257000,1168
"2610","High",78,15600,3,2010,215000,1032
"2611","High",78,15600,10,2009,158000,1067
"2612","High",80,14000,8,2009,158500,1092
"2613","High",66,9042,5,2010,266500,1152
"2614","High",90,15750,6,2006,157000,1165
"2615","High",NA,21000,10,2007,217000,1809
"2616","High",56,26073,4,2008,236500,1898
"2617","High",NA,25485,5,2007,201000,1560
"2618","High",NA,14778,11,2008,224000,1296
"2619","High",100,17500,1,2009,224000,1310
"2620","High",100,17500,5,2010,335000,1902
"2621","High",NA,21579,9,2007,215000,1488
"2622","Middle",24,1879,12,2008,116500,516
"2623","Middle",24,1733,5,2009,115000,516
"2624","Middle",24,1488,10,2009,137000,561
"2625","Middle",24,1782,12,2007,123900,516
"2626","Middle",24,1612,7,2009,121000,561
"2627","Middle",24,1950,7,2008,151000,716
"2628","Middle",24,1300,5,2009,124000,561
"2629","Middle",NA,13607,4,2009,208000,572
"2630","Middle",NA,17871,6,2007,170000,1680
"2631","Middle",85,19645,6,2010,203135,423
"2632","Middle",35,3907,4,2010,185000,982
"2633","Middle",35,3907,3,2010,162500,1191
"2634","Middle",35,3907,3,2007,200000,1004
"2635","Middle",NA,16381,12,2006,223000,1844
"2636","Middle",NA,17597,7,2009,315000,1803
"2637","Middle",NA,20693,2,2007,198000,1696
"2638","Middle",NA,32668,3,2007,200624,2035
"2639","Middle",100,15602,3,2010,289000,1501
"2640","High",70,18044,8,2007,315000,279
"2641","Middle",NA,21695,12,2009,222000,880
"2642","High",50,7288,8,2006,102000,976
"2643","High",85,8500,8,2007,115000,793
"2644","High",50,7000,5,2006,145400,861
"2645","High",50,7000,7,2008,126000,894
"2646","High",50,7000,5,2007,141000,720
"2647","Meeker",50,5000,12,2007,87000,720
"2648","Meeker",50,7288,9,2007,129850,936
"2649","High",50,6060,6,2007,100000,732
"2650","High",60,6000,7,2008,120000,720
"2651","High",50,9060,3,2007,150909,859
"2652","High",46,3672,9,2007,75200,816
"2653","High",40,3636,1,2008,55000,796
"2654","High",40,5436,5,2010,125500,796
"2655","High",59,10690,7,2009,147000,672
"2656","High",NA,5890,6,2008,120500,816
"2657","High",71,6900,2,2008,120500,740
"2658","High",58,8155,7,2008,119000,780
"2659","High",61,8534,6,2006,72000,432
"2660","High",50,7030,3,2006,85000,641
"2661","High",58,8154,4,2010,82000,480
"2662","High",59,8263,5,2007,118400,1012
"2663","High",50,8660,12,2009,123000,760
"2664","High",60,8967,11,2007,67000,961
"2665","High",75,6000,7,2008,126000,624
"2666","High",60,6402,7,2009,78000,596
"2667","High",50,9140,4,2010,110000,629
"2668","High",75,13710,6,2007,152000,910
"2669","High",64,11067,3,2007,68104,0
"2670","High",60,7392,5,2008,99500,520
"2671","High",50,8765,4,2006,106500,951
"2672","High",75,9000,1,2008,165500,1151
"2673","High",75,9060,4,2006,139000,967
"2674","High",80,14584,2,2008,13100,0
"2675","Meeker",60,5280,7,2008,89000,173
"2676","Meeker",50,8500,7,2008,40000,649
"2677","Meeker",52,5150,5,2008,80900,356
"2678","Meeker",105,8470,10,2009,85000,1013
"2679","Meeker",75,8250,6,2007,119600,957
"2680","Meeker",60,10200,5,2009,75000,572
"2681","Meeker",65,6565,8,2007,140000,1073
"2682","Meeker",60,6060,11,2007,124900,837
"2683","Meeker",60,7500,4,2010,68400,698
"2684","Meeker",60,11040,9,2006,108000,637
"2685","Meeker",69,12366,10,2006,51689,0
"2686","Meeker",50,9000,10,2006,35311,480
"2687","Meeker",50,9000,10,2006,115000,660
"2688","Meeker",66,8712,1,2010,102776,859
"2689","Meeker",66,8712,6,2010,55993,540
"2690","Meeker",66,8712,6,2010,50138,756
"2691","Meeker",60,8520,4,2006,78000,216
"2692","Meeker",120,18000,8,2008,81000,894
"2693","Meeker",60,9000,6,2008,65000,592
"2694","Mitchell",64,5587,11,2008,392500,1600
"2695","Mitchell",41,5748,2,2006,375000,1573
"2696","Mitchell",59,5568,10,2007,375000,1573
"2697","Mitchell",44,4750,12,2007,235000,1573
"2698","Mitchell",44,3843,8,2008,294464,1596
"2699","Mitchell",44,3843,6,2009,230000,1596
"2700","Mitchell",44,3811,5,2010,246000,1594
"2701","Mitchell",44,3811,7,2008,250000,1594
"2702","Mitchell",44,3842,12,2006,300000,1594
"2703","Mitchell",44,3842,1,2008,275000,1594
"2704","Mitchell",109,21780,3,2009,57625,0
"2705","Mitchell",69,23580,9,2006,242500,1625
"2706","Mitchell",65,8385,10,2006,145000,1664
"2707","Mitchell",NA,12150,1,2007,183500,1001
"2708","Mitchell",NA,7540,6,2007,156000,888
"2709","Mitchell",71,9187,6,2007,134000,1084
"2710","Mitchell",NA,23730,9,2008,300000,1840
"2711","Mitchell",80,10000,12,2007,215000,1441
"2712","Mitchell",44,12864,7,2007,245000,1409
"2713","Mitchell",75,10125,5,2009,251000,1107
"2714","Mitchell",NA,NA,NA,NA,NA,NA
"2715","Mitchell",43,12118,4,2009,240000,1710
"2716","Mitchell",NA,13265,7,2008,271000,1568
"2717","Mitchell",85,11050,5,2010,254900,1049
"2718","Mitchell",NA,11050,9,2008,213000,910
"2719","Mitchell",70,9116,5,2006,209000,1491
"2720","Mitchell",71,12209,6,2009,215000,804
"2721","Mitchell",75,9750,4,2009,156450,902
"2722","Mitchell",76,9880,7,2008,171000,1096
"2723","Mitchell",72,9360,11,2009,173000,957
"2724","Mitchell",74,9620,5,2010,190000,1243
"2725","Mitchell",75,10125,2,2008,171500,1196
"2726","Mitchell",75,10125,8,2009,126000,0
"2727","Mitchell",78,10530,5,2006,135000,975
"2728","Mitchell",76,10260,11,2008,100000,0
"2729","Mitchell",140,11080,5,2006,148000,1128
"2730","Mitchell",NA,9928,5,2007,210000,1454
"2731","Mitchell",NA,9947,6,2009,173000,1188
"2732","Mitchell",82,11070,4,2009,152000,1582
"2733","Mitchell",74,9990,7,2008,228500,1680
"2734","Mitchell",82,11070,7,2006,171000,1907
"2735","Mitchell",129,9196,4,2010,201000,1560
"2736","Mitchell",NA,8750,3,2007,148000,852
"2737","Mitchell",NA,12328,5,2010,169900,1012
"2738","Mitchell",82,8410,4,2007,143000,970
"2739","Mitchell",NA,12760,3,2010,170000,1958
"2740","Middle",NA,57200,6,2010,160000,747
"2741","Middle",NA,164660,8,2008,228950,1499
"2742","Middle",NA,14375,1,2009,137500,819
"2743","Middle",150,215245,6,2009,375000,2136
"2744","Middle",42,26178,4,2006,335000,1210
"2745","Middle",42,4084,7,2008,241500,1277
"2746","Middle",46,4054,10,2007,244000,1501
"2747","Middle",NA,8239,11,2006,230000,0
"2748","Middle",NA,NA,NA,NA,NA,NA
"2749","Middle",NA,NA,NA,NA,NA,NA
"2750","Middle",NA,15498,5,2008,287000,1565
"2751","Middle",NA,16669,1,2006,228000,1686
"2752","Middle",115,16905,7,2007,170000,1350
"2753","Middle",149,19958,7,2007,257000,585
"2754","Middle",74,11563,4,2008,294000,1518
"2755","Middle",89,12898,9,2009,315500,1620
"2756","Middle",83,13159,7,2009,224500,846
"2757","Middle",113,13438,7,2009,410000,2190
"2758","Middle",79,14463,1,2009,316500,1641
"2759","Middle",71,9520,4,2008,293077,1638
"2760","Middle",67,8368,4,2007,231713,1689
"2761","Middle",68,8298,9,2007,267300,1546
"2762","Middle",64,9037,12,2007,265900,1476
"2763","Middle",107,12852,1,2008,264966,920
"2764","Middle",89,10991,12,2007,239000,1571
"2765","Middle",88,11896,5,2010,220000,1336
"2766","Middle",73,9803,1,2010,179781,1214
"2767","Middle",73,9802,4,2008,172500,352
"2768","Middle",73,9802,4,2010,174000,384
"2769","Middle",73,9735,5,2008,167500,384
"2770","Middle",92,12003,5,2010,269500,774
"2771","Middle",73,8925,7,2009,201000,1466
"2772","Middle",67,10656,11,2007,248900,1638
"2773","Middle",81,12018,10,2008,218689,796
"2774","Middle",75,12890,7,2008,150000,1495
"2775","Middle",47,12416,11,2008,184000,1606
"2776","Middle",54,13811,7,2006,176000,1112
"2777","Middle",93,18265,3,2008,180000,1256
"2778","Middle",130,11457,3,2009,175000,1392
"2779","Middle",50,8049,7,2006,180000,1309
"2780","Middle",42,10331,7,2007,174000,1265
"2781","Middle",NA,11170,4,2006,250000,1216
"2782","Middle",NA,9839,2,2009,204000,712
"2783","Middle",85,10200,8,2008,175000,1461
"2784","Middle",125,14419,7,2009,213500,1645
"2785","Middle",44,13758,4,2007,187500,1156
"2786","Middle",NA,9303,7,2007,204000,872
"2787","Middle",NA,6718,1,2007,180500,1267
"2788","Middle",NA,6853,6,2009,220000,1267
"2789","Middle",73,9590,5,2007,187500,868
"2790","Middle",82,11202,6,2008,232500,1432
"2791","Middle",80,11305,4,2007,282000,1922
"2792","Middle",80,11316,2,2010,214900,817
"2793","Middle",NA,7777,11,2007,178000,1491
"2794","Middle",NA,7915,12,2008,195000,1666
"2795","Middle",NA,8098,10,2006,202000,1381
"2796","Middle",75,9157,2,2009,170000,912
"2797","Middle",85,14536,11,2007,270000,1616
"2798","Middle",85,14601,3,2009,315000,1838
"2799","Middle",85,14331,5,2006,312500,1800
"2800","Middle",85,14191,4,2010,202900,967
"2801","Middle",95,13618,11,2006,320000,1728
"2802","Middle",85,12244,8,2008,305000,1482
"2803","Middle",NA,NA,NA,NA,NA,NA
"2804","Middle",50,35133,5,2007,186700,1572
"2805","Middle",93,15306,5,2007,283463,1732
"2806","Middle",79,11449,1,2008,298751,1884
"2807","Middle",89,13214,5,2010,378500,2002
"2808","Middle",85,12633,9,2007,392000,1824
"2809","Middle",85,12633,5,2009,425000,1978
"2810","Middle",85,11447,6,2008,370000,1964
"2811","Middle",88,11443,3,2006,369900,1868
"2812","Middle",88,11577,9,2006,359900,1838
"2813","Middle",88,12665,2,2007,281213,1094
"2814","Mitchell",125,31250,5,2006,81500,0
"2815","Mitchell",85,15300,6,2010,169000,1068
"2816","Mitchell",75,12518,4,2009,139500,1008
"2817","Mitchell",97,8940,11,2008,209200,1344
"2818","Mitchell",78,7060,11,2008,206300,1344
"2819","Mitchell",78,7020,11,2006,215000,1288
"2820","Mitchell",100,21750,11,2009,115000,0
"2821","Mitchell",93,10114,3,2010,173500,1430
"2822","Mitchell",70,8402,12,2007,147000,1120
"2823","Mitchell",77,9278,2,2008,146000,1092
"2824","Mitchell",200,43500,6,2007,130000,0
"2825","Mitchell",62,6710,6,2007,140000,920
"2826","Mitchell",32,4500,5,2006,164000,1216
"2827","Mitchell",32,4500,3,2006,153500,1237
"2828","Mitchell",32,4500,6,2009,162000,1204
"2829","Mitchell",32,4500,4,2008,160500,1189
"2830","Mitchell",NA,4500,6,2009,165000,1224
"2831","Mitchell",150,14137,11,2008,173000,1200
"2832","Mitchell",94,25286,1,2007,132250,1064
"2833","Mitchell",100,25000,6,2007,143000,1632
"2834","Mitchell",94,9400,4,2010,139000,912
"2835","Mitchell",NA,11875,6,2010,166500,1344
"2836","Mitchell",NA,32463,3,2007,168000,1249
"2837","Mitchell",90,17217,7,2006,84500,1140
"2838","Mitchell",44,4224,6,2007,129900,1040
"2839","Mitchell",44,4224,8,2007,134000,1142
"2840","Mitchell",NA,4224,6,2008,124000,1040
"2841","Mitchell",NA,2665,6,2008,115000,264
"2842","Mitchell",41,2665,5,2006,104500,264
"2843","Mitchell",41,2665,5,2008,129500,550
"2844","Mitchell",41,2665,7,2006,127000,757
"2845","Mitchell",42,3964,6,2006,151400,942
"2846","Mitchell",NA,1974,5,2010,83500,546
"2847","Mitchell",21,1974,6,2008,105000,526
"2848","Mitchell",21,1596,11,2009,91000,462
"2849","Mitchell",21,1596,7,2008,94900,462
"2850","Mitchell",31,2394,5,2010,119500,945
"2851","Mitchell",36,2592,4,2010,85000,536
"2852","Mitchell",62,9858,11,2009,130000,864
"2853","Mitchell",58,10172,10,2006,126500,864
"2854","Mitchell",NA,11836,3,2006,146500,1652
"2855","Mitchell",21,1470,4,2006,73000,630
"2856","Mitchell",21,1476,3,2010,76000,546
"2857","Mitchell",21,1526,5,2009,86000,630
"2858","Mitchell",21,1484,5,2006,79400,546
"2859","Mitchell",21,1504,5,2007,85500,546
"2860","Mitchell",21,1491,5,2010,75500,630
"2861","Mitchell",NA,17979,2,2008,152500,1113
"2862","Mitchell",83,13383,3,2009,160000,1188
"2863","Mitchell",80,13384,5,2006,140000,1104
"2864","Mitchell",21,1477,3,2008,98000,546
"2865","Mitchell",21,1477,4,2009,80000,630
"2866","Mitchell",21,1533,8,2006,92000,630
"2867","Mitchell",21,1533,5,2009,97000,546
"2868","Mitchell",21,1533,12,2006,87550,546
"2869","Mitchell",NA,1533,7,2007,106500,530
"2870","Mitchell",21,1526,6,2006,79500,546
"2871","Mitchell",21,1495,5,2007,93900,546
"2872","Mitchell",21,2217,8,2009,88000,546
"2873","Mitchell",21,2001,1,2007,75000,546
"2874","Mitchell",21,1936,6,2006,90500,546
"2875","Mitchell",21,1900,6,2010,88250,546
"2876","Mitchell",21,1936,12,2007,84500,630
"2877","Mitchell",21,1894,4,2006,71000,546
"2878","Mitchell",21,1890,6,2010,85500,546
"2879","Mitchell",21,1890,4,2007,75190,546
"2880","Mitchell",21,1890,6,2008,81000,630
"2881","Mitchell",NA,11333,5,2007,146800,1029
"2882","Mitchell",72,9129,7,2007,153500,923
"2883","Mitchell",NA,15957,9,2007,188000,1244
"2884","Mitchell",55,12640,7,2006,150900,1728
"2885","Mitchell",61,33983,5,2007,196000,1160
"2886","Mitchell",68,8286,6,2007,157000,716
"2887","Mitchell",63,9297,7,2006,188000,1728
"2888","Mitchell",50,6723,9,2007,138000,796
"2889","Mitchell",54,7244,4,2007,129500,768
"2890","Mitchell",50,6953,6,2010,130000,864
"2891","Mitchell",50,7689,7,2009,131900,796
"2892","Mitchell",80,17400,5,2006,160000,1126
"2893","Mitchell",100,21750,2,2008,113000,988
"2894","Mitchell",NA,26142,4,2010,157900,1188
"2895","Mitchell",124,27697,11,2007,80000,1396
"2896","Mitchell",160,20000,9,2006,131000,1224
"2897","Mitchell",62,7706,8,2009,131250,384
"2898","Mitchell",69,7599,6,2007,129500,845
"2899","Mitchell",59,6490,4,2008,128500,816
"2900","Mitchell",NA,11000,6,2007,135000,1090
"2901","Mitchell",NA,9101,7,2009,165500,1097
"2902","Mitchell",37,7937,3,2006,142500,1003
"2903","Mitchell",37,6951,10,2008,119500,876
"2904","Mitchell",NA,8780,3,2009,112000,833
"2905","Mitchell",76,8314,6,2007,124500,816
"2906","Mitchell",76,12887,4,2010,149900,833
"2907","Mitchell",NA,8885,6,2006,131000,864
"2908","Mitchell",65,11625,5,2007,139000,816
"2909","Mitchell",70,7700,2,2010,159000,1216
"2910","Mitchell",70,7669,6,2009,149000,828
"2911","Mitchell",60,6600,10,2008,130500,816
"2912","Mitchell",60,6600,6,2008,138000,816
"2913","Mitchell",60,6600,7,2008,134500,845
"2914","Mitchell",85,14115,10,2009,143000,796
"2915","Mitchell",75,12508,7,2008,160000,983
"2916","Mitchell",62,10429,7,2009,130000,624
"2917","Mitchell",62,10441,7,2006,132000,912
"2918","Mitchell",63,10712,9,2007,93500,974
"2919","Mitchell",62,10447,12,2007,124500,864
"2920","Mitchell",74,12395,4,2008,137500,864
"2921","Mitchell",63,10475,3,2010,136000,624
"2922","Mitchell",NA,11075,9,2008,172000,784
"2923","Mitchell",NA,9819,5,2009,196000,1567
"2924","Mitchell",68,10544,4,2010,161000,864
"2925","Mitchell",70,10457,4,2009,173000,784
"2926","Mitchell",77,10010,4,2006,170000,1389
"2927","Mitchell",76,9892,2,2010,285000,1679
"2928","Mitchell",74,9627,11,2006,188000,996
"2929","Mitchell",74,12961,3,2010,231000,1152
"2930","Mitchell",NA,56600,1,2008,103000,686
